[TensorBoard] Logging enabled: parallel_experiments/Swimmer-v2_20250725_044206/seed_3/tensorboard_logs
[INFO] View training progress: tensorboard --logdir parallel_experiments/Swimmer-v2_20250725_044206/seed_3/tensorboard_logs
[TensorBoard] Using TensorBoard for training logging
{   'action_dim': 2,
    'alpha': 0.7,
#Games: 1617 #Frames: 1617000  Train_Max: 354.21  Test_Score: 343.64  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 120.57  PG Loss: -33.1336

#Games: 1628 #Frames: 1628000  Train_Max: 343.35  Test_Score: 343.60  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 68.94  PG Loss: -33.1665

#Games: 1639 #Frames: 1639000  Train_Max: 345.83  Test_Score: 345.29  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 69.56  PG Loss: -33.1178

Sync from RL --> Nevo
#Games: 1650 #Frames: 1650000  Train_Max: 354.35  Test_Score: 350.67  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 88.58  PG Loss: -33.1011

#Games: 1661 #Frames: 1661000  Train_Max: 351.77  Test_Score: 351.26  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 109.92  PG Loss: -33.0473

#Games: 1672 #Frames: 1672000  Train_Max: 351.40  Test_Score: 343.37  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 146.05  PG Loss: -33.0293

#Games: 1683 #Frames: 1683000  Train_Max: 350.58  Test_Score: 349.12  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 110.55  PG Loss: -33.0236

#Games: 1694 #Frames: 1694000  Train_Max: 349.42  Test_Score: 340.46  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 109.22  PG Loss: -33.0162

#Games: 1705 #Frames: 1705000  Train_Max: 352.39  Test_Score: 332.85  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 116.17  PG Loss: -32.9224

#Games: 1716 #Frames: 1716000  Train_Max: 350.12  Test_Score: 341.75  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 154.79  PG Loss: -32.8630

#Games: 1727 #Frames: 1727000  Train_Max: 350.06  Test_Score: 345.39  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 70.37  PG Loss: -32.8292

#Games: 1738 #Frames: 1738000  Train_Max: 345.15  Test_Score: 339.49  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 149.06  PG Loss: -32.7393

#Games: 1749 #Frames: 1749000  Train_Max: 341.22  Test_Score: 345.18  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 81.22  PG Loss: -32.6471

Sync from RL --> Nevo
#Games: 1760 #Frames: 1760000  Train_Max: 360.58  Test_Score: 357.90  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 128.33  PG Loss: -32.5733

#Games: 1771 #Frames: 1771000  Train_Max: 350.55  Test_Score: 358.01  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 109.05  PG Loss: -32.4460

#Games: 1782 #Frames: 1782000  Train_Max: 360.39  Test_Score: 355.68  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 97.73  PG Loss: -32.3866

#Games: 1793 #Frames: 1793000  Train_Max: 353.18  Test_Score: 358.60  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 120.81  PG Loss: -32.3242

#Games: 1804 #Frames: 1804000  Train_Max: 359.08  Test_Score: 358.93  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 150.86  PG Loss: -32.2429

Progress Saved
#Games: 1815 #Frames: 1815000  Train_Max: 359.29  Test_Score: 355.73  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 164.35  PG Loss: -32.1398

#Games: 1826 #Frames: 1826000  Train_Max: 356.85  Test_Score: 359.53  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 75.71  PG Loss: -32.0715

#Games: 1837 #Frames: 1837000  Train_Max: 359.23  Test_Score: 358.49  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 117.15  PG Loss: -32.0467

#Games: 1848 #Frames: 1848000  Train_Max: 360.00  Test_Score: 358.15  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 282.93  PG Loss: -31.9883

#Games: 1859 #Frames: 1859000  Train_Max: 356.46  Test_Score: 356.03  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 103.41  PG Loss: -31.9445

Sync from RL --> Nevo
#Games: 1870 #Frames: 1870000  Train_Max: 352.96  Test_Score: 354.68  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 266.24  PG Loss: -31.8288

#Games: 1881 #Frames: 1881000  Train_Max: 360.73  Test_Score: 355.61  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 184.63  PG Loss: -31.7922

#Games: 1892 #Frames: 1892000  Train_Max: 358.63  Test_Score: 358.21  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 84.46  PG Loss: -31.8101

#Games: 1903 #Frames: 1903000  Train_Max: 361.90  Test_Score: 358.11  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 132.71  PG Loss: -31.7595

#Games: 1914 #Frames: 1914000  Train_Max: 362.57  Test_Score: 358.61  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 135.41  PG Loss: -31.7136

#Games: 1925 #Frames: 1925000  Train_Max: 358.34  Test_Score: 359.60  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 83.19  PG Loss: -31.6881

#Games: 1936 #Frames: 1936000  Train_Max: 361.41  Test_Score: 357.29  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 84.42  PG Loss: -31.6528

#Games: 1947 #Frames: 1947000  Train_Max: 360.49  Test_Score: 360.55  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 110.72  PG Loss: -31.6224

#Games: 1958 #Frames: 1958000  Train_Max: 362.28  Test_Score: 359.94  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 122.40  PG Loss: -31.5719

#Games: 1969 #Frames: 1969000  Train_Max: 362.47  Test_Score: 359.92  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 141.66  PG Loss: -31.5472

Sync from RL --> Nevo
#Games: 1980 #Frames: 1980000  Train_Max: 361.05  Test_Score: 358.73  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 99.49  PG Loss: -31.5321

#Games: 1991 #Frames: 1991000  Train_Max: 360.99  Test_Score: 361.11  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 78.98  PG Loss: -31.4668

#Games: 2002 #Frames: 2002000  Train_Max: 363.56  Test_Score: 360.15  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 92.89  PG Loss: -31.4307

Progress Saved
[TensorBoard] Logs saved: parallel_experiments/Swimmer-v2_20250725_044206/seed_3/tensorboard_logs
[TensorBoard] TensorBoard logs saved and closed
[SUCCESS] Training completed!
[TensorBoard] Logs saved: parallel_experiments/Swimmer-v2_20250725_044206/seed_3/tensorboard_logs
