[TensorBoard] Logging enabled: parallel_experiments/Swimmer-v2_20250725_044206/seed_7/tensorboard_logs
[INFO] View training progress: tensorboard --logdir parallel_experiments/Swimmer-v2_20250725_044206/seed_7/tensorboard_logs
[TensorBoard] Using TensorBoard for training logging
{   'action_dim': 2,
    'alpha': 0.7,
#Games: 1617 #Frames: 1617000  Train_Max: 360.76  Test_Score: 358.23  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 94.27  PG Loss: -32.6633

#Games: 1628 #Frames: 1628000  Train_Max: 364.16  Test_Score: 360.47  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 81.19  PG Loss: -32.6848

#Games: 1639 #Frames: 1639000  Train_Max: 363.18  Test_Score: 362.17  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 139.36  PG Loss: -32.6715

Sync from RL --> Nevo
#Games: 1650 #Frames: 1650000  Train_Max: 364.14  Test_Score: 361.19  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 124.80  PG Loss: -32.6922

#Games: 1661 #Frames: 1661000  Train_Max: 359.11  Test_Score: 360.95  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 133.12  PG Loss: -32.6880

#Games: 1672 #Frames: 1672000  Train_Max: 364.02  Test_Score: 361.05  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 210.55  PG Loss: -32.7259

#Games: 1683 #Frames: 1683000  Train_Max: 359.71  Test_Score: 361.89  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 233.73  PG Loss: -32.7338

#Games: 1694 #Frames: 1694000  Train_Max: 364.51  Test_Score: 362.47  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 139.37  PG Loss: -32.7887

#Games: 1705 #Frames: 1705000  Train_Max: 363.34  Test_Score: 360.88  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 142.88  PG Loss: -32.8198

#Games: 1716 #Frames: 1716000  Train_Max: 361.56  Test_Score: 358.65  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 140.15  PG Loss: -32.7903

#Games: 1727 #Frames: 1727000  Train_Max: 363.81  Test_Score: 358.63  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 121.35  PG Loss: -32.8276

#Games: 1738 #Frames: 1738000  Train_Max: 363.89  Test_Score: 359.81  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 98.90  PG Loss: -32.8448

#Games: 1749 #Frames: 1749000  Train_Max: 362.96  Test_Score: 361.55  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 233.49  PG Loss: -32.8890

Sync from RL --> Nevo
#Games: 1760 #Frames: 1760000  Train_Max: 360.32  Test_Score: 356.87  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 86.45  PG Loss: -32.8979

#Games: 1771 #Frames: 1771000  Train_Max: 358.53  Test_Score: 356.61  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 103.98  PG Loss: -32.9411

#Games: 1782 #Frames: 1782000  Train_Max: 357.34  Test_Score: 359.03  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 60.10  PG Loss: -32.9573

#Games: 1793 #Frames: 1793000  Train_Max: 359.71  Test_Score: 357.95  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 71.51  PG Loss: -33.0033

#Games: 1804 #Frames: 1804000  Train_Max: 355.99  Test_Score: 356.29  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 86.68  PG Loss: -33.0633

Progress Saved
#Games: 1815 #Frames: 1815000  Train_Max: 361.26  Test_Score: 356.86  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 107.28  PG Loss: -33.0521

#Games: 1826 #Frames: 1826000  Train_Max: 360.86  Test_Score: 357.16  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 94.73  PG Loss: -33.1176

#Games: 1837 #Frames: 1837000  Train_Max: 360.64  Test_Score: 357.04  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 70.23  PG Loss: -33.1964

#Games: 1848 #Frames: 1848000  Train_Max: 362.17  Test_Score: 357.43  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 65.64  PG Loss: -33.1789

#Games: 1859 #Frames: 1859000  Train_Max: 363.03  Test_Score: 357.20  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 73.32  PG Loss: -33.1826

Sync from RL --> Nevo
#Games: 1870 #Frames: 1870000  Train_Max: 361.00  Test_Score: 358.05  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 84.49  PG Loss: -33.1231

#Games: 1881 #Frames: 1881000  Train_Max: 358.04  Test_Score: 357.85  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 74.54  PG Loss: -33.0955

#Games: 1892 #Frames: 1892000  Train_Max: 362.82  Test_Score: 361.95  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 80.93  PG Loss: -33.0259

#Games: 1903 #Frames: 1903000  Train_Max: 360.56  Test_Score: 361.68  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 78.64  PG Loss: -33.0023

#Games: 1914 #Frames: 1914000  Train_Max: 363.31  Test_Score: 359.48  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 72.54  PG Loss: -32.9775

#Games: 1925 #Frames: 1925000  Train_Max: 362.56  Test_Score: 361.31  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 115.78  PG Loss: -32.9485

#Games: 1936 #Frames: 1936000  Train_Max: 363.94  Test_Score: 361.07  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 69.26  PG Loss: -32.9382

#Games: 1947 #Frames: 1947000  Train_Max: 363.19  Test_Score: 364.64  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 188.11  PG Loss: -32.8975

#Games: 1958 #Frames: 1958000  Train_Max: 365.22  Test_Score: 364.99  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 134.99  PG Loss: -32.9011

#Games: 1969 #Frames: 1969000  Train_Max: 366.85  Test_Score: 364.19  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 60.00  PG Loss: -32.8402

Sync from RL --> Nevo
#Games: 1980 #Frames: 1980000  Train_Max: 362.04  Test_Score: 363.04  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 201.10  PG Loss: -32.8198

#Games: 1991 #Frames: 1991000  Train_Max: 364.56  Test_Score: 357.99  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 67.91  PG Loss: -32.7497

#Games: 2002 #Frames: 2002000  Train_Max: 361.10  Test_Score: 360.72  Avg: 0.00  ENV:  Swimmer-v2  DDPG Reward: 99.87  PG Loss: -32.7786

Progress Saved
[TensorBoard] Logs saved: parallel_experiments/Swimmer-v2_20250725_044206/seed_7/tensorboard_logs
[TensorBoard] TensorBoard logs saved and closed
[SUCCESS] Training completed!
[TensorBoard] Logs saved: parallel_experiments/Swimmer-v2_20250725_044206/seed_7/tensorboard_logs
